epoch,lr,train_loss,train_acc,val_loss,val_acc,epoch_seconds
1,0.001,1.472918749808539,0.5185572896840502,1.3762556082719808,0.5435341136168998,240.59481287002563
2,0.001,1.290736578288621,0.548344118766654,1.1529128236869999,0.5683699685983443,140.39997792243958
3,0.001,1.199048941109087,0.5768937952036544,1.1386938819434689,0.5886383100199829,140.43417119979858
4,0.001,1.1484843799266518,0.5832698896079178,1.35796772875583,0.562375107051099,141.9819688796997
5,0.001,1.107182309661113,0.5959269128283213,1.2248613727524933,0.545246931201827,142.34261918067932
6,0.001,1.0938496593290923,0.605253140464408,1.0619376103026574,0.6089066514416215,139.72308015823364
7,0.001,1.0688645814732993,0.6174343357441949,1.0972502368911483,0.6026263202968883,139.3643877506256
8,0.001,1.0308668867099589,0.6210506280928816,1.064989806923089,0.6154724521838424,251.86820673942566
9,0.001,1.0243946350614608,0.629996193376475,1.010566125163139,0.638024550385384,140.35083508491516
10,0.001,0.9951381774560372,0.6407499048344119,0.9711961207510981,0.6403083071652869,140.00044226646423
